#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,yHQL694,SAMN10973810,PRJNA522928,GCA_009667455.1,Scaffold,23.5533,23.2,,VZZD01,16886,0,2019-11-18T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI767,SAMN04286131,PRJNA522928,GCA_013183865.1,Scaffold,22.0079,38.9,,DUYQ01,2442,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/183/865/GCA_013183865.1_ASM1318386v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI1432,SAMN04286162,PRJNA522928,GCA_013181245.1,Scaffold,21.8958,17.6,,DUXB01,6633,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/181/245/GCA_013181245.1_ASM1318124v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI795,SAMN04286135,PRJNA522928,GCA_013183875.1,Scaffold,21.7824,38.9,,DUYP01,2267,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/183/875/GCA_013183875.1_ASM1318387v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI1427,SAMN04286157,PRJNA522928,GCA_013181225.1,Scaffold,21.0705,39,,DUXA01,3306,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/181/225/GCA_013181225.1_ASM1318122v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,WLP500,SAMN04286324,PRJNA522928,GCA_013181185.1,Scaffold,17.7093,38.8,,DUWX01,585,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/181/185/GCA_013181185.1_ASM1318118v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI935,SAMN04286146,PRJNA522928,GCA_013183845.1,Scaffold,17.2297,38.7,,DUYO01,4774,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/183/845/GCA_013183845.1_ASM1318384v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI1430,SAMN04286160,PRJNA522928,GCA_013183905.1,Scaffold,15.2962,38.5,,DUYR01,1065,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/183/905/GCA_013183905.1_ASM1318390v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,,SAMEA3249814,PRJEB8455,GCA_900177965.1,Scaffold,14.6259,40.7,,FXDZ01,19226,0,2017-04-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/965/GCA_900177965.1_L715,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,FDAARGOS_613,SAMN10346777,PRJNA231221,GCA_012275245.1,Contig,14.4554,38.4,,WMJW01,62,7242,2020-04-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/245/GCA_012275245.1_ASM1227524v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,AWRI2911,SAMN04286306,PRJNA522928,GCA_013181305.1,Scaffold,14.2748,38.5,,DUXR01,3044,0,2020-05-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/181/305/GCA_013181305.1_ASM1318130v1,
Saccharomyces cerevisiae Y10,Eukaryota;Fungi;Ascomycetes,Y10,SAMN02981307,PRJNA60201,GCA_000192375.1,Scaffold,14.2673,41.6,,AEWK01,1157,0,2011-03-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/375/GCA_000192375.1_Saccharomyces_cerevisiae_Y10-2.0,
Saccharomyces cerevisiae Lalvin L2056,Eukaryota;Fungi;Ascomycetes,Lalvin L2056,SAMN02838032,PRJNA82909,GCA_001611835.1,Contig,13.8543,38.4,,AHZG01,4677,0,2016-04-06T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,,SAMEA3249804,PRJEB8455,GCA_900178035.1,Scaffold,13.8535,41.9,,FXDY01,8158,0,2017-04-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/178/035/GCA_900178035.1_L528,
Saccharomyces cerevisiae Y9,Eukaryota;Fungi;Ascomycetes,Y9,SAMN14365265,PRJNA60205,GCA_011393125.1,Scaffold,13.58,40.6,,AFZJ01,826,0,2020-03-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/393/125/GCA_011393125.1_ASM1139312v1,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,PF1605,SAMN27964093,PRJNA833221,GCA_025503465.1,Scaffold,13.5595,34.6,,JAMFQP01,1021,0,2022-09-30T00:00:00Z,,
Saccharomyces cerevisiae YJM1419,Eukaryota;Fungi;Ascomycetes,YJM1419,SAMN01923183,PRJNA189917,GCA_000977775.3, Chromosome,13.5384,38.891,chromosome I:CP004482.2; chromosome II:CP004572.2; chromosome III:CP006311.2; chromosome IV:CP004732.2; chromosome V:CP004827.2; chromosome VI:CP004962.2; chromosome VII:CP005266.2; chromosome VIII:CP006099.2; chromosome IX:CP005055.2; chromosome X:CP005168.2; chromosome XI:CP005363.2; chromosome XII:CP006415.1; chromosome XIII:CP005464.2; chromosome XIV:CP005566.2; chromosome XV:CP005660.2; chromosome XVI:CP006191.2; plasmid 2 micron:CP004557.1; mitochondrion MT:CP006546.1,,18,5412,2015-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/977/775/GCA_000977775.3_Sc_YJM1419_v1,
Saccharomyces cerevisiae W303,Eukaryota;Fungi;Ascomycetes,W303,SAMN03396203,PRJNA277741,GCA_001305865.1,Contig,13.4896,38.5,,LIUU01,109,0,2015-10-02T00:00:00Z,,
Saccharomyces cerevisiae YJM320,Eukaryota;Fungi;Ascomycetes,YJM320,SAMN01923120,PRJNA189854,GCA_000975885.2, Chromosome,13.4761,38.8648,chromosome I:CP004417.2; chromosome II:CP004621.2; chromosome III:CP006338.2; chromosome IV:CP004667.2; chromosome V:CP004761.2; chromosome VI:CP004897.2; chromosome VII:CP005201.2; chromosome VIII:CP006126.1; chromosome IX:CP004989.2; chromosome X:CP005121.2; chromosome XI:CP005298.2; chromosome XII:CP006442.1; chromosome XIII:CP005399.2; chromosome XIV:CP005501.2; chromosome XV:CP005595.2; chromosome XVI:CP006218.2; plasmid 2 micron:CP004507.1; mitochondrion MT:CP006481.1,,18,5387,2015-02-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/975/885/GCA_000975885.2_Sc_YJM320_v1,
Saccharomyces cerevisiae CLIB324,Eukaryota;Fungi;Ascomycetes,CLIB324,SAMN02981309,PRJNA60415,GCA_000192495.1,Scaffold,13.4362,40.1,,AEWM01,998,0,2011-03-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/495/GCA_000192495.1_Saccharomyces_cerevisiae_CLIB324-2.0,
Saccharomyces cerevisiae YJM271,Eukaryota;Fungi;Ascomycetes,YJM271,SAMN01923119,PRJNA189853,GCA_000975855.3, Chromosome,13.421,38.9024,chromosome I:CP004416.2; chromosome II:CP004620.2; chromosome III:CP006337.1; chromosome IV:CP004666.2; chromosome V:CP004760.2; chromosome VI:CP004896.2; chromosome VII:CP005200.2; chromosome VIII:CP006125.2; chromosome IX:CP004988.2; chromosome X:CP005120.2; chromosome XI:CP005297.2; chromosome XII:CP006441.1; chromosome XIII:CP005398.2; chromosome XIV:CP005500.2; chromosome XV:CP005594.2; chromosome XVI:CP006217.2; plasmid 2 micron:CP004506.1; mitochondrion MT:CP006480.1,,18,5367,2015-02-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/975/855/GCA_000975855.3_Sc_YJM271_v1,
Saccharomyces cerevisiae YJM1463,Eukaryota;Fungi;Ascomycetes,YJM1463,SAMN01923192,PRJNA189926,GCA_000978045.2, Chromosome,13.3898,38.8943,chromosome I:CP004491.2; chromosome II:CP004581.2; chromosome III:CP006320.2; chromosome IV:CP004741.2; chromosome V:CP004836.2; chromosome VI:CP004971.2; chromosome VII:CP005275.2; chromosome VIII:CP006108.2; chromosome IX:CP005064.2; chromosome X:CP005177.2; chromosome XI:CP005372.1; chromosome XII:CP006424.1; chromosome XIII:CP005473.2; chromosome XIV:CP005575.2; chromosome XV:CP005669.2; chromosome XVI:CP006200.2; plasmid 2 micron:CP004560.1; mitochondrion MT:CP006555.1,,18,5371,2015-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/045/GCA_000978045.2_Sc_YJM1463_v1,
